# wave A(l)/A(V) unc
2.1073991060256958e-01 3.1202327189001489e+00 8.3740565498744798e-02
2.1116206049919128e-01 3.1088752121624585e+00 8.3609024205477986e-02
2.1158507466316223e-01 3.1473753445780708e+00 8.5765178279759269e-02
2.1200892329216003e-01 3.0817840422081120e+00 8.2592231471544222e-02
2.1243362128734589e-01 3.0750097650864503e+00 8.3138659948491553e-02
2.1285916864871979e-01 3.1391744170451230e+00 9.1447615089898071e-02
2.1328558027744293e-01 3.1529651189674150e+00 8.3187004721025637e-02
2.1371284127235413e-01 3.1970818544174553e+00 9.0755599661683617e-02
2.1414095163345337e-01 3.1397839466766104e+00 8.8299669962510818e-02
2.1456992626190186e-01 3.1829602608971337e+00 8.4599448240121666e-02
2.1499975025653839e-01 3.1509132914758711e+00 8.6580550543382165e-02
2.1543043851852417e-01 3.1845986704170275e+00 8.8655246092169529e-02
2.1586200594902039e-01 3.1575753135221398e+00 8.4990658864425597e-02
2.1629442274570465e-01 3.1790715952115347e+00 8.7566351187611288e-02
2.1672770380973816e-01 3.1882162221414876e+00 8.4726971596892825e-02
2.1716186404228210e-01 3.1431276485307840e+00 8.9259006309018202e-02
2.1759688854217529e-01 3.1672320285028239e+00 8.8826013276434135e-02
2.1803277730941772e-01 3.1557114578871133e+00 8.3293664759182207e-02
2.1846954524517059e-01 3.1728963540181025e+00 8.8301621012707582e-02
2.1890719234943390e-01 3.1561974828837678e+00 8.9345298261236467e-02
2.1934570372104645e-01 3.1827609435778772e+00 9.1916299892831718e-02
2.1978510916233063e-01 3.1550111775362639e+00 8.4125465552817080e-02
2.2022537887096405e-01 3.1248655653341122e+00 8.4324181642952273e-02
2.2066654264926910e-01 3.1377769710621428e+00 8.4092761211411293e-02
2.2110858559608459e-01 3.1404650633625089e+00 8.5445804710557835e-02
2.2155152261257172e-01 3.1283465638520696e+00 8.5265358858067020e-02
2.2199533879756927e-01 3.1186420481703485e+00 8.6007949885095566e-02
2.2244004905223846e-01 3.0996778146209758e+00 8.2342074088628384e-02
2.2288563847541809e-01 3.0738204020630890e+00 8.3333134848128793e-02
2.2333213686943054e-01 3.1056980334332831e+00 8.3926873730419876e-02
2.2377951443195343e-01 3.0806423482581979e+00 8.2476722074242087e-02
2.2422780096530914e-01 3.0881253180070485e+00 8.5072944606932571e-02
2.2467696666717529e-01 3.0407358722057709e+00 8.1139500172640919e-02
2.2512705624103546e-01 3.0724128221358646e+00 8.0610319965551125e-02
2.2557802498340607e-01 3.0510411755643543e+00 8.1709571501673267e-02
2.2602991759777069e-01 3.0110633849852522e+00 8.0392451494636599e-02
2.2648270428180695e-01 3.0038357525539632e+00 7.9984353555025214e-02
2.2693639993667603e-01 2.9791321575273262e+00 7.8980279694345248e-02
2.2739100456237793e-01 2.9769580711364858e+00 7.7294767467611908e-02
2.2784651815891266e-01 2.9577439315480150e+00 7.8323368323964027e-02
2.2830294072628021e-01 2.9582077262455169e+00 7.8522865100329964e-02
2.2876028716564178e-01 2.9279742051726383e+00 7.6793969367772025e-02
2.2921854257583618e-01 2.9295097935979379e+00 7.6409314124365260e-02
2.2967772185802460e-01 2.8691171614937998e+00 7.9480422695783010e-02
2.3013781011104584e-01 2.8546329276309796e+00 7.3547425850875620e-02
2.3059883713722229e-01 2.8531491268048450e+00 7.5553255748912085e-02
2.3106077313423157e-01 2.8468729510685296e+00 7.5722379056525971e-02
2.3152363300323486e-01 2.8466566198506493e+00 7.3516926456836162e-02
2.3198743164539337e-01 2.8309116209951988e+00 7.3845640941953089e-02
2.3245215415954590e-01 2.8219351999682303e+00 7.2180829043966790e-02
2.3291780054569244e-01 2.7886936116308068e+00 7.2847053748388305e-02
2.3338438570499420e-01 2.7614367600372014e+00 6.9635862764207107e-02
2.3385190963745117e-01 2.7807198180635782e+00 7.2704527111639883e-02
2.3432037234306335e-01 2.7265452304863422e+00 7.1118755436396772e-02
2.3478977382183075e-01 2.7270070273772462e+00 7.0446091197223212e-02
2.3526009917259216e-01 2.7007615860524559e+00 6.8646602773647050e-02
2.3573137819766998e-01 2.6964977219984569e+00 6.9561479958103384e-02
2.3620361089706421e-01 2.7072461021559859e+00 6.8269162549464690e-02
2.3667676746845245e-01 2.6625312159524275e+00 6.7775179247528197e-02
2.3715089261531830e-01 2.6451497130537627e+00 6.7187742183054108e-02
2.3762595653533936e-01 2.6377561187963425e+00 6.6487988815293497e-02
2.3810197412967682e-01 2.5966051599713378e+00 6.5197958623814015e-02
2.3857894539833069e-01 2.6151298060721286e+00 6.5860497907546264e-02
2.3905687034130096e-01 2.5849993783156222e+00 6.6172577902107454e-02
2.3953574895858765e-01 2.5868148308508361e+00 6.5185831171925682e-02
2.4001559615135193e-01 2.5644405383929576e+00 6.5004572866539295e-02
2.4049639701843262e-01 2.5513731127745509e+00 6.5045465313852260e-02
2.4097816646099091e-01 2.5457559182686240e+00 6.4249425277732614e-02
2.4146090447902679e-01 2.5490690998403998e+00 6.4837096834100896e-02
2.4194459617137909e-01 2.5339675475748797e+00 6.4355110118095860e-02
2.4242927134037018e-01 2.5084102694722015e+00 6.3858351455525555e-02
2.4291491508483887e-01 2.4815939415458801e+00 6.2921711717873766e-02
2.4340152740478516e-01 2.4749950683798776e+00 6.2486638469356821e-02
2.4388910830020905e-01 2.4644217637513215e+00 6.1154964814943896e-02
2.4437767267227173e-01 2.4663375408098989e+00 6.1728772497199158e-02
2.4486722052097321e-01 2.4509264949074763e+00 6.1164346554271436e-02
2.4535773694515228e-01 2.4325795829141899e+00 6.1369642561976231e-02
2.4584925174713135e-01 2.4084312881950090e+00 5.9796249963048768e-02
2.4634173512458801e-01 2.4239276452482965e+00 6.0678221761026288e-02
2.4683521687984467e-01 2.4038244016632628e+00 5.9630401946718786e-02
2.4732968211174011e-01 2.4075897972401181e+00 6.0413429553084902e-02
2.4782514572143555e-01 2.3991773194921482e+00 6.0892667282553915e-02
2.4832159280776978e-01 2.3688972004040809e+00 5.9142888973827495e-02
2.4881903827190399e-01 2.3912922594441839e+00 5.9232244864205960e-02
2.4931746721267700e-01 2.3689225958925992e+00 6.0298882279651786e-02
2.4981690943241119e-01 2.3244100410770323e+00 5.8990534913318432e-02
2.5031733512878418e-01 2.3525554320199653e+00 5.8862488146191341e-02
2.5081878900527954e-01 2.3306908384393918e+00 5.7723883750203750e-02
2.5132122635841370e-01 2.3576176448323185e+00 6.0225002988699546e-02
2.5182467699050903e-01 2.3108171141834166e+00 5.6906387657406160e-02
2.5232914090156555e-01 2.3121567099001297e+00 5.7872363205333947e-02
2.5283461809158325e-01 2.3160763717086672e+00 5.6851761559830814e-02
2.5334110856056213e-01 2.3149833680487846e+00 5.7692449450610736e-02
2.5384861230850220e-01 2.3076417440229435e+00 5.6960466568145671e-02
2.5435712933540344e-01 2.2789842892445882e+00 5.6901452943003999e-02
2.5486665964126587e-01 2.3028169841542989e+00 5.7706754844154981e-02
2.5537720322608948e-01 2.2715189243779914e+00 5.7179722979825931e-02
2.5588878989219666e-01 2.2586485671723455e+00 5.5666198129470740e-02
2.5640138983726501e-01 2.2560071071223473e+00 5.8581531178362567e-02
2.5691500306129456e-01 2.2314981067348683e+00 5.5583421126625759e-02
2.5742965936660767e-01 2.2351655315022825e+00 5.5487303886705419e-02
2.5794535875320435e-01 2.2291593856081096e+00 5.5842006410926348e-02
2.5846207141876221e-01 2.2121040506922123e+00 5.5138868317694260e-02
2.5897982716560364e-01 2.2307604409786848e+00 5.6080065184257295e-02
2.5949862599372864e-01 2.2001612317477943e+00 5.5018944163413630e-02
2.6001846790313721e-01 2.2107063515352889e+00 5.5027924344430691e-02
2.6053935289382935e-01 2.1990536938132119e+00 5.4078820060042533e-02
2.6106125116348267e-01 2.2029021900944907e+00 5.4944731241291893e-02
2.6158422231674194e-01 2.1810961599989525e+00 5.3801189499292135e-02
2.6210823655128479e-01 2.1796224682601171e+00 5.2674179888903432e-02
2.6263329386711121e-01 2.1724373861253174e+00 5.3495756029194395e-02
2.6315942406654358e-01 2.1751434955725770e+00 5.4258175413545509e-02
2.6368656754493713e-01 2.1425125648406418e+00 5.2383086270760659e-02
2.6421481370925903e-01 2.1548181863119216e+00 5.3296804179261095e-02
2.6474407315254211e-01 2.1478850398958573e+00 5.3251243223086928e-02
2.6527443528175354e-01 2.1613469548597943e+00 5.5471153718207683e-02
2.6580584049224854e-01 2.1482189144371389e+00 5.2649347491845036e-02
2.6633828878402710e-01 2.1549889346832534e+00 5.3726990000173509e-02
2.6687183976173401e-01 2.1247809876585535e+00 5.2392028498956356e-02
2.6740643382072449e-01 2.1179042142435867e+00 5.2464555565360060e-02
2.6794210076332092e-01 2.1346282529942222e+00 5.2600526931046158e-02
2.6847887039184570e-01 2.1151579394985642e+00 5.3700073627685821e-02
2.6901668310165405e-01 2.1156222552962416e+00 5.2827553292089206e-02
2.6955556869506836e-01 2.1018967579633272e+00 5.0736011700987640e-02
2.7009555697441101e-01 2.0998472778944417e+00 5.2799780965790889e-02
2.7063661813735962e-01 2.0861567724036809e+00 5.2127448839853388e-02
2.7117875218391418e-01 2.0937735641191280e+00 5.2984147733275061e-02
2.7172198891639709e-01 2.0859310504332602e+00 5.2480633442595216e-02
2.7226632833480835e-01 2.0608624610647226e+00 5.2680474442530829e-02
2.7281174063682556e-01 2.0604264204165461e+00 5.1296769882478450e-02
2.7335822582244873e-01 2.0615165135434030e+00 5.0709668938324640e-02
2.7390581369400024e-01 2.0338305228948101e+00 5.1319944773178826e-02
2.7445453405380249e-01 2.0483911812158064e+00 5.1178042226684220e-02
2.7500432729721069e-01 2.0433254231871851e+00 5.0188527078471948e-02
2.7555522322654724e-01 2.0313019267699337e+00 5.1531934084959340e-02
2.7610722184181213e-01 2.0315694629963499e+00 5.1221086756563616e-02
2.7666032314300537e-01 2.0265237113282364e+00 5.0085003546686713e-02
2.7721452713012695e-01 2.0080357908164785e+00 5.0585329038102755e-02
2.7776983380317688e-01 2.0168170158176251e+00 5.0719834108910442e-02
2.7832627296447754e-01 2.0075116670364959e+00 4.8851703867520455e-02
2.7888384461402893e-01 1.9929087189079675e+00 4.9693382533479200e-02
2.7944248914718628e-01 1.9876355657934364e+00 4.9688597599717332e-02
2.8000229597091675e-01 1.9807758170863936e+00 4.9510374793199294e-02
2.8056317567825317e-01 2.0052311967687979e+00 4.9052751909439904e-02
2.8112521767616272e-01 1.9887995103568621e+00 4.9081962264325235e-02
2.8168839216232300e-01 2.0009033059143939e+00 4.9242313497895894e-02
2.8225266933441162e-01 1.9937190703927237e+00 4.9950057587781926e-02
2.8281807899475098e-01 1.9674361859150762e+00 4.8586985189349424e-02
2.8338462114334106e-01 1.9584812665163507e+00 4.8613721430176421e-02
2.8395229578018188e-01 1.9802999410036082e+00 4.9214699183684450e-02
2.8452113270759583e-01 1.9645750314607480e+00 4.8376913794224541e-02
2.8509107232093811e-01 1.9568306873953460e+00 4.8987802245753498e-02
2.8566217422485352e-01 1.9452135794390446e+00 4.6969408010314212e-02
2.8623443841934204e-01 1.9666524172599020e+00 4.8819943756794534e-02
2.8680783510208130e-01 1.9599632665813940e+00 4.7625076899268759e-02
2.8738236427307129e-01 1.9527247088652331e+00 4.8578108802182426e-02
2.8795805573463440e-01 1.9247327413447857e+00 4.7149107414346483e-02
2.8853490948677063e-01 1.9373114243164191e+00 4.8961187335634759e-02
2.8911289572715759e-01 1.9180377589456974e+00 4.8368406746315928e-02
2.8969204425811768e-01 1.9181344276430368e+00 4.9174415198657180e-02
2.9027238488197327e-01 1.9298133239954587e+00 4.7651468524606423e-02
2.9085385799407959e-01 1.9077002405752939e+00 4.8286952708722422e-02
2.9143649339675903e-01 1.9120607059565320e+00 4.8540087004146984e-02
2.9202032089233398e-01 1.9001650459848012e+00 4.5554483605285107e-02
2.9260528087615967e-01 1.8860725225571953e+00 4.6279475536214428e-02
2.9319143295288086e-01 1.8878311953043716e+00 4.5700212745970713e-02
2.9377877712249756e-01 1.8822336543590066e+00 4.5268873353509126e-02
2.9436728358268738e-01 1.8880701768052903e+00 4.5743100411566928e-02
2.9495695233345032e-01 1.8679996443731730e+00 4.6590607350642799e-02
2.9554781317710876e-01 1.8810462414592140e+00 4.5810498161450823e-02
2.9613986611366272e-01 1.8753129129731827e+00 4.6067093820670195e-02
2.9673311114311218e-01 1.8713585930481542e+00 4.6127078622726816e-02
2.9732751846313477e-01 1.8682491411633808e+00 4.4907412800825185e-02
2.9792314767837524e-01 1.8504032611011931e+00 4.5057306034808974e-02
2.9851993918418884e-01 1.8569148765082688e+00 4.4421153285278431e-02
2.9911795258522034e-01 1.8497769030993614e+00 4.3521268024456744e-02
2.9971715807914734e-01 1.8360831876200434e+00 4.4434825374274629e-02
3.0030956864356995e-01 1.8447575414485564e+00 3.9930438353690548e-02
3.0091112852096558e-01 1.8449836998439726e+00 4.0111339460268146e-02
3.0151391029357910e-01 1.8398101370798818e+00 4.0604947832411073e-02
3.0211791396141052e-01 1.8286364161338473e+00 4.0684334878712036e-02
3.0272310972213745e-01 1.8146433858078352e+00 3.9696342351418612e-02
3.0332949757575989e-01 1.8179585975282795e+00 3.9710034954427001e-02
3.0393713712692261e-01 1.8252921939639801e+00 4.0342484294899048e-02
3.0454596877098083e-01 1.8097563245271970e+00 4.0383224072165248e-02
3.0515602231025696e-01 1.8322510979160878e+00 3.9710968670227123e-02
3.0576729774475098e-01 1.8054294646306910e+00 4.0542252005394408e-02
3.0637982487678528e-01 1.8018157619159731e+00 3.9188678423407043e-02
3.0699354410171509e-01 1.8008070953376409e+00 4.0469897706787411e-02
3.0760851502418518e-01 1.7984666963014388e+00 4.1017437887762416e-02
3.0822470784187317e-01 1.8076281953334843e+00 4.1190281647528915e-02
3.0884212255477905e-01 1.7903828081895612e+00 4.0380175870035735e-02
3.0946078896522522e-01 1.7996151079706453e+00 3.9391212733246764e-02
3.1008070707321167e-01 1.7887181112071144e+00 3.9511126126952602e-02
3.1070184707641602e-01 1.7845119844054618e+00 3.8539553937012132e-02
3.1132423877716064e-01 1.7826818098474184e+00 3.8738790646580770e-02
3.1194785237312317e-01 1.7741549057511639e+00 3.8029871817332910e-02
3.1257274746894836e-01 1.7746363099592026e+00 3.8155049004830854e-02
3.1319889426231384e-01 1.7729574092968909e+00 3.8842240967202991e-02
3.1382629275321960e-01 1.7590900661487170e+00 3.8296083453598820e-02
3.1445494294166565e-01 1.7739864294472214e+00 3.9600052617381969e-02
3.1508484482765198e-01 1.7758162496276195e+00 4.0353378787178658e-02
3.1571599841117859e-01 1.7488485689613305e+00 3.9593779669854071e-02
3.1634843349456787e-01 1.7549761625948830e+00 3.8834206155281673e-02
3.1698215007781982e-01 1.7559693911586167e+00 3.9105600623884525e-02
3.1761711835861206e-01 1.7677384167434960e+00 3.8986903221915718e-02
3.1825336813926697e-01 1.7483748436139777e+00 3.8140458058040991e-02
3.1889086961746216e-01 1.7386355865075764e+00 3.8700396437835120e-02
3.1952965259552002e-01 1.7445963419363923e+00 3.8633198195312704e-02
3.2016974687576294e-01 1.7389069686196423e+00 3.9314506660299717e-02
3.2081109285354614e-01 1.7322854780236379e+00 3.7192009628794973e-02
3.2145375013351440e-01 1.7259055505477170e+00 3.8057178661661729e-02
3.2209765911102295e-01 1.7280296285798540e+00 3.8041635989957370e-02
3.2274287939071655e-01 1.7244241390119486e+00 3.6820944872033232e-02
3.2338938117027283e-01 1.7259209502254018e+00 3.6904411403239690e-02
3.2403719425201416e-01 1.7208497684944215e+00 3.6734340445155743e-02
3.2468628883361816e-01 1.7079874148790828e+00 3.8545706377453332e-02
3.2533669471740723e-01 1.7178219153920233e+00 3.7961064552232464e-02
3.2598841190338135e-01 1.7018727884619094e+00 3.7797948632295499e-02
3.2664141058921814e-01 1.7104970041319070e+00 3.8234196351742127e-02
3.2729575037956238e-01 1.7106160618022084e+00 3.6545859884208991e-02
3.2795137166976929e-01 1.6917814843027661e+00 3.6018166867706924e-02
3.2860830426216125e-01 1.6937095914766565e+00 3.7215295068129921e-02
3.2926657795906067e-01 1.6960057374537778e+00 3.8049139912553744e-02
3.2992616295814514e-01 1.6975258749531950e+00 3.7459891323810154e-02
3.3058705925941467e-01 1.6889404944664650e+00 3.6916355924755159e-02
3.3124926686286926e-01 1.6872190478330817e+00 3.8025907125514381e-02
3.3191281557083130e-01 1.6805301086504065e+00 3.7352460561829615e-02
3.3257770538330078e-01 1.6793114308209391e+00 3.7930697531986100e-02
3.3324390649795532e-01 1.6720624482490722e+00 3.6127344562551233e-02
3.3391144871711731e-01 1.6670212508720168e+00 3.7004167442817794e-02
3.3458033204078674e-01 1.6669310794044052e+00 3.5919368427611044e-02
3.3525055646896362e-01 1.6647934858280637e+00 3.6124807495829615e-02
3.3592212200164795e-01 1.6622442601050520e+00 3.6660806909429744e-02
3.3659502863883972e-01 1.6573617508154086e+00 3.6152160846375320e-02
3.3726930618286133e-01 1.6490572233875598e+00 3.5990390368400377e-02
3.3794492483139038e-01 1.6557565246190589e+00 3.6696803174442294e-02
3.3862188458442688e-01 1.6472808072868557e+00 3.5808119199844654e-02
3.3930018544197083e-01 1.6489736039186005e+00 3.5790295252069178e-02
3.3997985720634460e-01 1.6444677757424766e+00 3.5597990768123297e-02
3.4066089987754822e-01 1.6489086938224393e+00 3.6503677192822867e-02
3.4134331345558167e-01 1.6373960309056390e+00 3.4922240781431454e-02
3.4202706813812256e-01 1.6317668981979343e+00 3.4693910515438228e-02
3.4271222352981567e-01 1.6341374113737994e+00 3.6191084488797362e-02
3.4339872002601624e-01 1.6288754323799495e+00 3.5024902704178469e-02
3.4408661723136902e-01 1.6379605313398302e+00 3.5412710720934049e-02
3.4477588534355164e-01 1.6277083388806561e+00 3.4855895572582535e-02
3.4546652436256409e-01 1.6220665628659030e+00 3.4510653673522955e-02
3.4615856409072876e-01 1.6207672508000392e+00 3.5284365455614343e-02
3.4685197472572327e-01 1.6169009081979075e+00 3.4278263526460392e-02
3.4754678606987000e-01 1.6147841991722345e+00 3.5581557480333842e-02
3.4824296832084656e-01 1.6063964193360227e+00 3.5269727612732234e-02
3.4894058108329773e-01 1.6130441401976989e+00 3.4996863216402871e-02
3.4963956475257874e-01 1.6103071183846758e+00 3.4226575966900333e-02
3.5033994913101196e-01 1.6115290372178428e+00 3.4908715938639437e-02
3.5104173421859741e-01 1.6094286660713448e+00 3.4900416705999429e-02
3.5174494981765747e-01 1.5858712653296698e+00 3.3071743131610661e-02
3.5244953632354736e-01 1.5888606337686242e+00 3.3655444514783903e-02
3.5315555334091187e-01 1.5961319693531273e+00 3.3440274430799694e-02
3.5386300086975098e-01 1.5827691997383024e+00 3.4349891843681493e-02
3.5457184910774231e-01 1.5801904628147618e+00 3.4037216984058642e-02
3.5528209805488586e-01 1.5820386404148963e+00 3.4044807258094931e-02
3.5599380731582642e-01 1.5829565765225284e+00 3.4542567181580261e-02
3.5670691728591919e-01 1.5811301299248135e+00 3.4447125825879180e-02
3.5742145776748657e-01 1.5772833193690503e+00 3.4544025711853131e-02
3.5813745856285095e-01 1.5732462716101119e+00 3.3512286449239571e-02
3.5885486006736755e-01 1.5754921494852883e+00 3.2925482115481811e-02
3.5957369208335876e-01 1.5666283231278060e+00 3.3226921402513834e-02
3.6029398441314697e-01 1.5684904486523128e+00 3.3823358857403077e-02
3.6101573705673218e-01 1.5594719241710489e+00 3.3762000044057772e-02
3.6173889040946960e-01 1.5649314647652910e+00 3.3121994024752133e-02
3.6246353387832642e-01 1.5528601754499831e+00 3.3813812083683864e-02
3.6318960785865784e-01 1.5612574352803792e+00 3.3888083350471235e-02
3.6391714215278625e-01 1.5558464230931450e+00 3.3070462486663697e-02
3.6464613676071167e-01 1.5464776535577378e+00 3.3117619286974855e-02
3.6537659168243408e-01 1.5443543176232550e+00 3.3085334241082752e-02
3.6610847711563110e-01 1.5472440723164658e+00 3.3161959231917726e-02
3.6684188246726990e-01 1.5391592004180930e+00 3.2068202061367790e-02
3.6757671833038330e-01 1.5188120393417157e+00 3.2884337023377369e-02
3.6831304430961609e-01 1.5174213664989400e+00 3.2055880014668518e-02
3.6905083060264587e-01 1.5203909725370273e+00 3.1838450628167217e-02
3.6979010701179504e-01 1.5245523257276088e+00 3.2468450549491469e-02
3.7053087353706360e-01 1.5310894823945413e+00 3.3160396445341432e-02
3.7127310037612915e-01 1.5213873593814249e+00 3.3140861816302353e-02
3.7201681733131409e-01 1.5182042076536855e+00 3.2800791185380082e-02
3.7276202440261841e-01 1.5184261296411339e+00 3.2022494341187674e-02
3.7350875139236450e-01 1.5119955177822810e+00 3.2161647944248355e-02
3.7425693869590759e-01 1.5081113603216527e+00 3.1410322757322293e-02
3.7500664591789246e-01 1.5054695013778410e+00 3.1824826735924447e-02
3.7575784325599670e-01 1.5060467649566667e+00 3.2124924520965145e-02
3.7651056051254272e-01 1.5070328755873048e+00 3.2273123266877042e-02
3.7726476788520813e-01 1.4938383767908576e+00 3.2003111151992350e-02
3.7802049517631531e-01 1.5017648270747725e+00 3.1687021778614897e-02
3.7877774238586426e-01 1.4984308463744644e+00 3.2180021864502160e-02
3.7953650951385498e-01 1.4962156960968718e+00 3.1196067820001585e-02
3.8029676675796509e-01 1.4916042767032509e+00 3.1702436769665630e-02
3.8105857372283936e-01 1.4932721007996843e+00 3.1304018634067947e-02
3.8182190060615540e-01 1.4974284141171266e+00 3.1526195183022319e-02
3.8258677721023560e-01 1.4852243318205045e+00 3.1019808702139127e-02
3.8335314393043518e-01 1.4775077577284450e+00 3.0849481799978436e-02
3.8412106037139893e-01 1.4706706685686142e+00 3.0920243398888204e-02
3.8489052653312683e-01 1.4719965309600589e+00 3.0482601503227912e-02
3.8566154241561890e-01 1.4752815061974556e+00 3.1977784631381477e-02
3.8643407821655273e-01 1.4681371213525289e+00 3.0977220349465914e-02
3.8720819354057312e-01 1.4675297370351164e+00 3.0800455313917254e-02
3.8798382878303528e-01 1.4632498463422952e+00 3.1090414371974205e-02
3.8876101374626160e-01 1.4611849923676365e+00 3.1326969609533434e-02
3.8953977823257446e-01 1.4575915644785373e+00 3.0401864312240141e-02
3.9032009243965149e-01 1.4559302688160176e+00 3.0513907202807652e-02
3.9110198616981506e-01 1.4541814469245240e+00 3.1159819184110097e-02
3.9188542962074280e-01 1.4508199812318310e+00 3.0362678525106938e-02
3.9267042279243469e-01 1.4535164464302381e+00 3.0003879614975956e-02
3.9345702528953552e-01 1.4666628124802668e+00 3.1553058884729965e-02
3.9424517750740051e-01 1.4489044260219623e+00 3.0143157610493805e-02
3.9503493905067444e-01 1.4413771593851477e+00 3.1007593891621516e-02
3.9582625031471252e-01 1.4443547481926193e+00 3.0575887382057885e-02
3.9661917090415955e-01 1.4506744418977502e+00 3.0350732317276197e-02
3.9741367101669312e-01 1.4399653510838315e+00 2.9824111561033154e-02
3.9820975065231323e-01 1.4429536160862122e+00 3.0816233719661058e-02
3.9900743961334229e-01 1.4454122541341892e+00 2.9684711308411774e-02
3.9980670809745789e-01 1.4361963906165363e+00 2.9985371691472834e-02
4.0060758590698242e-01 1.4321221837609319e+00 2.9813800799197550e-02
4.0141007304191589e-01 1.4261178197052158e+00 3.0153090573512120e-02
4.0221416950225830e-01 1.4213826185579377e+00 3.0515866072883382e-02
4.0301987528800964e-01 1.4197583365698716e+00 2.9349043673098898e-02
4.0382719039916992e-01 1.4204410893157919e+00 3.0012058888805756e-02
4.0463614463806152e-01 1.4216704121066721e+00 2.9008984157330737e-02
4.0544667840003967e-01 1.4112393505039909e+00 2.8611193051642718e-02
4.0625888109207153e-01 1.4177471301210056e+00 2.9085517815275193e-02
4.0707269310951233e-01 1.4120810710714360e+00 2.8762749519912659e-02
4.0788811445236206e-01 1.4087952608644261e+00 2.9189057212733373e-02
4.0870517492294312e-01 1.4075705437807087e+00 2.8856682852376012e-02
4.0952390432357788e-01 1.4043653199635435e+00 3.0367442167199332e-02
4.1034424304962158e-01 1.3936141382456069e+00 2.9967379836364449e-02
4.1116622090339661e-01 1.4028898655586957e+00 3.0300842514797900e-02
4.1198986768722534e-01 1.4004827835252394e+00 2.9870171919060884e-02
4.1281515359878540e-01 1.3920870532342218e+00 2.9669001079176339e-02
4.1364210844039917e-01 1.3893086887107791e+00 2.7950040734628864e-02
4.1447070240974426e-01 1.3893844090798262e+00 2.7952617193723491e-02
4.1530096530914307e-01 1.3875844759356539e+00 2.9840804527034789e-02
4.1613286733627319e-01 1.3837125757275242e+00 2.8164661118981797e-02
4.1696646809577942e-01 1.3792611538197073e+00 2.9142337066835812e-02
4.1780170798301697e-01 1.3756154253302055e+00 2.7888271116440849e-02
4.1863864660263062e-01 1.3755809965672663e+00 2.9468338322615310e-02
4.1947725415229797e-01 1.3714946649382482e+00 2.7608190297788653e-02
4.2031753063201904e-01 1.3705509557201483e+00 2.9572275391996548e-02
4.2115950584411621e-01 1.3682830042821144e+00 2.9293094361344009e-02
4.2200314998626709e-01 1.3684961530954713e+00 2.7606811514110558e-02
4.2284852266311646e-01 1.3643258532683520e+00 2.8996187044270039e-02
4.2369553446769714e-01 1.3621944758522710e+00 2.7458609025184919e-02
4.2454427480697632e-01 1.3617251399992425e+00 2.8890324360049645e-02
4.2539471387863159e-01 1.3588179709312569e+00 2.8832195466177799e-02
4.2624685168266296e-01 1.3589374273335781e+00 2.9412982952220106e-02
4.2710071802139282e-01 1.3550798679711102e+00 2.7348395593654682e-02
4.2795625329017639e-01 1.3561602901119103e+00 2.7276924001218287e-02
4.2881354689598083e-01 1.3546383169554539e+00 2.7275999088862420e-02
4.2967250943183899e-01 1.3528240009254120e+00 3.0640087528666347e-02
4.3053323030471802e-01 1.3466452006828808e+00 3.0123084941356005e-02
4.3139567971229553e-01 1.3446485397837125e+00 2.9558703762753265e-02
4.3225982785224915e-01 1.3452918421028499e+00 2.7125743411605004e-02
4.3312570452690125e-01 1.3441885827485538e+00 2.8184205963696848e-02
4.3399333953857422e-01 1.3364494077286253e+00 2.8779140352520622e-02
4.3486270308494568e-01 1.3403951260567561e+00 2.8477345583411286e-02
4.3573382496833801e-01 1.3336056197098383e+00 2.8105593020684171e-02
4.3660667538642883e-01 1.3309106211193649e+00 2.8145489884851337e-02
4.3748125433921814e-01 1.3270677571354104e+00 2.6717654478949904e-02
4.3835762143135071e-01 1.3236177911190083e+00 2.6603632889193651e-02
4.3923571705818176e-01 1.3255824914650856e+00 2.8130795252131521e-02
4.4011560082435608e-01 1.3166620308784998e+00 2.6706085657073109e-02
4.4099721312522888e-01 1.3180160931863025e+00 2.8106992433667297e-02
4.4188061356544495e-01 1.3214470236118308e+00 2.8229538441422373e-02
4.4276577234268188e-01 1.3307625170231256e+00 2.8070149337230083e-02
4.4365271925926208e-01 1.3232680125717555e+00 2.6588135438724791e-02
4.4454142451286316e-01 1.3096030125746709e+00 2.7733167059734960e-02
4.4543191790580750e-01 1.3025469155999392e+00 2.7404140385669858e-02
4.4632419943809509e-01 1.2990455599788611e+00 2.7560188438697716e-02
4.4721826910972595e-01 1.3005069384185590e+00 2.7414074541402357e-02
4.4811412692070007e-01 1.2969596169112683e+00 2.6038079712378617e-02
4.4901177287101746e-01 1.2903910982617206e+00 2.7131223841498311e-02
4.4991120696067810e-01 1.2899834206003902e+00 2.5925471875942626e-02
4.5081245899200439e-01 1.2805032411767574e+00 2.7001473504457949e-02
4.5171552896499634e-01 1.2790699229902087e+00 2.7316033798542649e-02
4.5262038707733154e-01 1.2740448190046767e+00 2.6756140287288802e-02
4.5352706313133240e-01 1.2700801082452784e+00 2.6898090325485267e-02
4.5443555712699890e-01 1.2734507340955550e+00 2.7619674808503695e-02
4.5534586906433105e-01 1.2720200429744299e+00 2.7306589503115698e-02
4.5625799894332886e-01 1.2642642655838867e+00 2.6633858234982960e-02
4.5717197656631470e-01 1.2616984979379480e+00 2.6591512159735549e-02
