# wave A(l)/A(V) unc
1.46544e+00 2.00201e-01 1.00100e-02
1.47226e+00 1.98433e-01 9.92165e-03
1.47911e+00 1.96680e-01 9.83401e-03
1.48599e+00 1.94942e-01 9.74709e-03
1.49291e+00 1.93219e-01 9.66093e-03
1.49986e+00 1.91510e-01 9.57552e-03
1.50684e+00 1.89817e-01 9.49086e-03
1.51385e+00 1.88139e-01 9.40696e-03
1.52090e+00 1.86476e-01 9.32382e-03
1.52798e+00 1.84829e-01 9.24145e-03
1.53509e+00 1.83197e-01 9.15984e-03
1.54223e+00 1.81580e-01 9.07901e-03
1.54941e+00 1.79979e-01 8.99895e-03
1.55662e+00 1.78393e-01 8.91967e-03
1.56387e+00 1.76823e-01 8.84117e-03
1.57115e+00 1.75269e-01 8.76345e-03
1.57846e+00 1.73730e-01 8.68650e-03
1.58580e+00 1.72207e-01 8.61036e-03
1.59318e+00 1.70700e-01 8.53500e-03
1.60060e+00 1.69209e-01 8.46043e-03
1.60805e+00 1.67733e-01 8.38666e-03
1.61553e+00 1.66273e-01 8.31366e-03
1.62305e+00 1.64830e-01 8.24149e-03
1.63061e+00 1.63402e-01 8.17008e-03
1.63820e+00 1.61990e-01 8.09949e-03
1.64582e+00 1.60594e-01 8.02969e-03
1.65348e+00 1.59214e-01 7.96069e-03
1.66117e+00 1.57850e-01 7.89248e-03
1.66891e+00 1.56501e-01 7.82507e-03
1.67667e+00 1.55169e-01 7.75846e-03
1.68448e+00 1.53853e-01 7.69264e-03
1.69232e+00 1.52553e-01 7.62763e-03
1.70019e+00 1.51268e-01 7.56340e-03
1.70811e+00 1.49999e-01 7.49997e-03
1.71606e+00 1.48747e-01 7.43733e-03
1.72404e+00 1.47510e-01 7.37550e-03
1.73207e+00 1.46289e-01 7.31443e-03
1.74013e+00 1.45083e-01 7.25417e-03
1.74823e+00 1.43894e-01 7.19468e-03
1.75636e+00 1.42719e-01 7.13597e-03
1.76454e+00 1.41561e-01 7.07805e-03
1.77275e+00 1.40418e-01 7.02088e-03
1.78100e+00 1.39290e-01 6.96450e-03
1.78929e+00 1.38178e-01 6.90889e-03
1.79762e+00 1.37081e-01 6.85403e-03
1.80598e+00 1.35999e-01 6.79993e-03
1.81439e+00 1.34932e-01 6.74658e-03
1.82283e+00 1.33880e-01 6.69398e-03
1.83132e+00 1.32842e-01 6.64212e-03
1.83984e+00 1.31820e-01 6.59099e-03
1.84840e+00 1.30812e-01 6.54059e-03
1.85701e+00 1.29818e-01 6.49090e-03
1.86565e+00 1.28839e-01 6.44193e-03
1.87433e+00 1.27873e-01 6.39367e-03
1.88306e+00 1.26922e-01 6.34609e-03
1.89182e+00 1.25984e-01 6.29920e-03
1.90062e+00 1.25060e-01 6.25300e-03
1.90947e+00 1.24149e-01 6.20746e-03
1.91836e+00 1.23252e-01 6.16259e-03
1.92729e+00 1.22367e-01 6.11836e-03
1.93626e+00 1.21495e-01 6.07477e-03
1.94527e+00 1.20636e-01 6.03179e-03
1.95432e+00 1.19789e-01 5.98944e-03
1.96342e+00 1.18954e-01 5.94768e-03
1.97255e+00 1.18130e-01 5.90650e-03
1.98174e+00 1.17318e-01 5.86590e-03
1.99096e+00 1.16517e-01 5.82587e-03
2.00022e+00 1.15727e-01 5.78637e-03
2.00953e+00 1.14948e-01 5.74741e-03
2.01889e+00 1.14179e-01 5.70896e-03
2.02828e+00 1.13420e-01 5.67100e-03
2.03772e+00 1.12670e-01 5.63351e-03
2.04721e+00 1.11930e-01 5.59650e-03
2.05673e+00 1.11199e-01 5.55993e-03
2.06631e+00 1.10476e-01 5.52378e-03
2.07592e+00 1.09761e-01 5.48804e-03
2.08559e+00 1.09054e-01 5.45268e-03
2.09529e+00 1.08354e-01 5.41768e-03
2.10504e+00 1.07660e-01 5.38302e-03
2.11484e+00 1.06974e-01 5.34868e-03
2.12468e+00 1.06293e-01 5.31465e-03
2.13457e+00 1.05617e-01 5.28087e-03
2.14451e+00 1.04947e-01 5.24735e-03
2.15449e+00 1.04281e-01 5.21405e-03
2.16452e+00 1.03619e-01 5.18095e-03
2.17459e+00 1.02961e-01 5.14805e-03
2.18471e+00 1.02308e-01 5.11538e-03
2.19488e+00 1.01658e-01 5.08292e-03
2.20509e+00 1.01013e-01 5.05063e-03
2.21536e+00 1.00372e-01 5.01859e-03
2.22567e+00 9.97351e-02 4.98676e-03
2.23603e+00 9.91025e-02 4.95513e-03
2.24643e+00 9.84740e-02 4.92370e-03
2.25689e+00 9.78504e-02 4.89252e-03
2.26739e+00 9.72312e-02 4.86156e-03
2.27794e+00 9.66160e-02 4.83080e-03
2.28855e+00 9.60055e-02 4.80028e-03
2.29920e+00 9.53994e-02 4.76997e-03
2.30990e+00 9.47973e-02 4.73986e-03
2.32065e+00 9.42005e-02 4.71003e-03
2.33145e+00 9.36081e-02 4.68040e-03
2.34230e+00 9.30193e-02 4.65097e-03
2.35320e+00 9.24363e-02 4.62181e-03
2.36415e+00 9.18573e-02 4.59286e-03
2.37516e+00 9.12829e-02 4.56415e-03
2.38621e+00 9.07133e-02 4.53566e-03
2.39732e+00 9.01479e-02 4.50740e-03
2.40848e+00 8.95877e-02 4.47938e-03
2.41968e+00 8.90317e-02 4.45159e-03
2.43095e+00 8.84808e-02 4.42404e-03
2.44226e+00 8.79339e-02 4.39670e-03
2.45363e+00 8.73924e-02 4.36962e-03
2.46505e+00 8.68552e-02 4.34276e-03
2.47652e+00 8.63230e-02 4.31615e-03
2.48805e+00 8.57952e-02 4.28976e-03
2.49963e+00 8.52724e-02 4.26362e-03
2.51126e+00 8.47542e-02 4.23771e-03
2.52295e+00 8.42408e-02 4.21204e-03
2.53469e+00 8.37321e-02 4.18660e-03
2.54649e+00 8.32280e-02 4.16140e-03
2.55834e+00 8.27286e-02 4.13643e-03
2.57024e+00 8.22343e-02 4.11171e-03
2.58221e+00 8.17446e-02 4.08723e-03
2.59422e+00 8.12596e-02 4.06298e-03
2.60630e+00 8.07793e-02 4.03897e-03
2.61843e+00 8.03037e-02 4.01519e-03
2.63062e+00 7.98328e-02 3.99164e-03
2.64286e+00 7.93662e-02 3.96831e-03
2.65516e+00 7.89047e-02 3.94523e-03
2.66752e+00 7.84481e-02 3.92241e-03
2.67993e+00 7.79956e-02 3.89978e-03
2.69240e+00 7.75481e-02 3.87741e-03
2.70493e+00 7.71050e-02 3.85525e-03
2.71752e+00 7.66665e-02 3.83333e-03
2.73017e+00 7.62328e-02 3.81164e-03
2.74288e+00 7.58033e-02 3.79017e-03
2.75564e+00 7.53783e-02 3.76891e-03
2.76847e+00 7.49579e-02 3.74789e-03
2.78135e+00 7.45419e-02 3.72709e-03
2.79430e+00 7.41305e-02 3.70653e-03
2.80730e+00 7.37228e-02 3.68614e-03
2.82037e+00 7.33202e-02 3.66601e-03
2.83350e+00 7.29212e-02 3.64606e-03
2.84668e+00 7.25270e-02 3.62635e-03
2.85993e+00 7.21367e-02 3.60683e-03
2.87324e+00 7.17505e-02 3.58752e-03
2.88662e+00 7.13686e-02 3.56843e-03
2.90005e+00 7.09903e-02 3.54952e-03
2.91355e+00 7.06162e-02 3.53081e-03
2.92711e+00 7.02460e-02 3.51230e-03
2.94073e+00 6.98798e-02 3.49399e-03
2.95442e+00 6.95173e-02 3.47587e-03
2.96817e+00 6.91582e-02 3.45791e-03
2.98198e+00 6.88027e-02 3.44014e-03
2.99586e+00 6.84513e-02 3.42257e-03
3.00980e+00 6.81029e-02 3.40514e-03
3.02381e+00 6.77578e-02 3.38789e-03
3.03789e+00 6.74164e-02 3.37082e-03
3.05202e+00 6.70780e-02 3.35390e-03
3.06623e+00 6.67427e-02 3.33713e-03
3.08050e+00 6.64103e-02 3.32052e-03
3.09484e+00 6.60806e-02 3.30403e-03
3.10924e+00 6.57543e-02 3.28771e-03
3.12371e+00 6.54316e-02 3.27158e-03
3.13825e+00 6.51143e-02 3.25572e-03
3.15286e+00 6.48044e-02 3.24022e-03
3.16753e+00 6.45105e-02 3.22553e-03
3.18227e+00 6.42465e-02 3.21232e-03
3.19708e+00 6.40302e-02 3.20151e-03
3.21196e+00 6.38850e-02 3.19425e-03
3.22691e+00 6.38187e-02 3.19094e-03
3.24193e+00 6.38170e-02 3.19085e-03
3.25702e+00 6.38314e-02 3.19157e-03
3.27218e+00 6.37906e-02 3.18953e-03
3.28741e+00 6.36303e-02 3.18151e-03
3.30271e+00 6.33444e-02 3.16722e-03
3.31808e+00 6.30067e-02 3.15034e-03
3.33352e+00 6.27919e-02 3.13959e-03
3.34904e+00 6.31262e-02 3.15631e-03
3.36462e+00 6.44449e-02 3.22225e-03
3.38028e+00 6.53439e-02 3.26720e-03
3.39601e+00 6.48730e-02 3.24365e-03
3.41182e+00 6.44560e-02 3.22280e-03
3.42770e+00 6.42043e-02 3.21021e-03
3.44365e+00 6.38519e-02 3.19259e-03
3.45968e+00 6.35091e-02 3.17546e-03
3.47578e+00 6.29321e-02 3.14660e-03
3.49196e+00 6.19574e-02 3.09787e-03
3.50821e+00 6.10307e-02 3.05153e-03
3.52454e+00 6.03850e-02 3.01925e-03
3.54094e+00 5.97290e-02 2.98645e-03
3.55742e+00 5.88819e-02 2.94409e-03
3.57398e+00 5.79571e-02 2.89786e-03
3.59061e+00 5.71438e-02 2.85719e-03
3.60732e+00 5.65366e-02 2.82683e-03
3.62411e+00 5.61069e-02 2.80534e-03
3.64098e+00 5.57876e-02 2.78938e-03
3.65793e+00 5.55191e-02 2.77596e-03
3.67495e+00 5.52715e-02 2.76357e-03
3.69205e+00 5.50328e-02 2.75164e-03
3.70924e+00 5.47999e-02 2.73999e-03
3.72650e+00 5.45713e-02 2.72856e-03
3.74384e+00 5.43470e-02 2.71735e-03
3.76127e+00 5.41275e-02 2.70637e-03
3.77877e+00 5.39119e-02 2.69560e-03
3.79636e+00 5.37011e-02 2.68505e-03
3.81403e+00 5.34945e-02 2.67473e-03
3.83178e+00 5.32924e-02 2.66462e-03
3.84961e+00 5.30946e-02 2.65473e-03
3.86753e+00 5.29015e-02 2.64507e-03
3.88553e+00 5.27123e-02 2.63562e-03
3.90362e+00 5.25276e-02 2.62638e-03
3.92178e+00 5.23472e-02 2.61736e-03
3.94004e+00 5.21711e-02 2.60856e-03
3.95837e+00 5.19991e-02 2.59995e-03
3.97680e+00 5.18314e-02 2.59157e-03
3.99531e+00 5.16681e-02 2.58340e-03
4.01390e+00 5.15088e-02 2.57544e-03
4.03258e+00 5.13538e-02 2.56769e-03
4.05135e+00 5.12028e-02 2.56014e-03
4.07021e+00 5.10559e-02 2.55280e-03
4.08915e+00 5.09133e-02 2.54567e-03
4.10818e+00 5.07744e-02 2.53872e-03
4.12730e+00 5.06395e-02 2.53198e-03
4.14651e+00 5.05090e-02 2.52545e-03
4.16581e+00 5.03818e-02 2.51909e-03
4.18520e+00 5.02587e-02 2.51293e-03
4.20467e+00 5.01395e-02 2.50698e-03
4.22424e+00 5.00237e-02 2.50118e-03
4.24390e+00 4.99119e-02 2.49560e-03
4.26366e+00 4.98035e-02 2.49017e-03
4.28350e+00 4.96987e-02 2.48494e-03
4.30344e+00 4.95976e-02 2.47988e-03
4.32346e+00 4.94999e-02 2.47499e-03
4.34359e+00 4.94052e-02 2.47026e-03
4.36380e+00 4.93141e-02 2.46571e-03
4.38411e+00 4.92264e-02 2.46132e-03
4.40452e+00 4.91418e-02 2.45709e-03
4.42502e+00 4.90601e-02 2.45300e-03
4.44561e+00 4.89814e-02 2.44907e-03
4.46630e+00 4.89058e-02 2.44529e-03
4.48709e+00 4.88328e-02 2.44164e-03
4.50797e+00 4.87625e-02 2.43813e-03
4.52895e+00 4.86953e-02 2.43476e-03
4.55003e+00 4.86300e-02 2.43150e-03
4.57121e+00 4.85677e-02 2.42839e-03
4.59248e+00 4.85075e-02 2.42538e-03
4.61386e+00 4.84493e-02 2.42246e-03
4.63533e+00 4.83937e-02 2.41969e-03
4.65690e+00 4.83398e-02 2.41699e-03
4.67858e+00 4.82876e-02 2.41438e-03
4.70035e+00 4.82377e-02 2.41189e-03
4.72223e+00 4.81889e-02 2.40944e-03
4.74421e+00 4.81420e-02 2.40710e-03
4.76629e+00 4.80962e-02 2.40481e-03
4.78847e+00 4.80516e-02 2.40258e-03
4.81076e+00 4.80085e-02 2.40042e-03
4.83315e+00 4.79660e-02 2.39830e-03
4.85564e+00 4.79241e-02 2.39621e-03
4.87824e+00 4.78833e-02 2.39416e-03
4.90094e+00 4.78428e-02 2.39214e-03
4.92375e+00 4.78023e-02 2.39011e-03
4.94667e+00 4.77621e-02 2.38811e-03
4.96969e+00 4.77220e-02 2.38610e-03
4.99282e+00 4.76815e-02 2.38407e-03
5.01606e+00 4.76406e-02 2.38203e-03
5.03940e+00 4.75998e-02 2.37999e-03
5.06286e+00 4.75586e-02 2.37793e-03
5.08642e+00 4.75171e-02 2.37586e-03
5.11009e+00 4.74756e-02 2.37378e-03
5.13388e+00 4.74338e-02 2.37169e-03
5.15777e+00 4.73916e-02 2.36958e-03
5.18178e+00 4.73494e-02 2.36747e-03
5.20589e+00 4.73069e-02 2.36535e-03
5.23012e+00 4.72644e-02 2.36322e-03
5.25446e+00 4.72216e-02 2.36108e-03
5.27892e+00 4.71787e-02 2.35894e-03
5.30349e+00 4.71356e-02 2.35678e-03
5.32817e+00 4.70921e-02 2.35460e-03
5.35297e+00 4.70485e-02 2.35243e-03
5.37788e+00 4.70047e-02 2.35023e-03
5.40291e+00 4.69608e-02 2.34804e-03
5.42806e+00 4.69167e-02 2.34583e-03
5.45332e+00 4.68722e-02 2.34361e-03
5.47870e+00 4.68276e-02 2.34138e-03
5.50420e+00 4.67828e-02 2.33914e-03
5.52982e+00 4.67376e-02 2.33688e-03
5.55556e+00 4.66924e-02 2.33462e-03
5.58141e+00 4.66469e-02 2.33234e-03
5.60739e+00 4.66014e-02 2.33007e-03
5.63349e+00 4.65555e-02 2.32778e-03
5.65971e+00 4.65093e-02 2.32547e-03
5.68605e+00 4.64631e-02 2.32316e-03
5.71251e+00 4.64166e-02 2.32083e-03
5.73910e+00 4.63698e-02 2.31849e-03
5.76581e+00 4.63229e-02 2.31615e-03
5.79264e+00 4.62757e-02 2.31379e-03
5.81960e+00 4.62282e-02 2.31141e-03
5.84669e+00 4.61807e-02 2.30903e-03
5.87390e+00 4.61328e-02 2.30664e-03
5.90124e+00 4.60849e-02 2.30425e-03
5.92870e+00 4.60364e-02 2.30182e-03
5.95630e+00 4.59882e-02 2.29941e-03
5.98402e+00 4.59400e-02 2.29700e-03
6.01187e+00 4.58958e-02 2.29479e-03
6.03985e+00 4.58711e-02 2.29355e-03
6.06796e+00 4.59169e-02 2.29585e-03
6.09620e+00 4.61385e-02 2.30692e-03
6.12457e+00 4.66446e-02 2.33223e-03
6.15308e+00 4.73796e-02 2.36898e-03
6.18171e+00 4.79927e-02 2.39964e-03
6.21049e+00 4.80346e-02 2.40173e-03
6.23939e+00 4.74334e-02 2.37167e-03
6.26843e+00 4.65723e-02 2.32861e-03
6.29760e+00 4.58794e-02 2.29397e-03
6.32691e+00 4.54935e-02 2.27468e-03
6.35636e+00 4.53222e-02 2.26611e-03
6.38594e+00 4.52395e-02 2.26197e-03
6.41566e+00 4.51812e-02 2.25906e-03
6.44552e+00 4.51280e-02 2.25640e-03
6.47552e+00 4.50751e-02 2.25376e-03
6.50566e+00 4.50223e-02 2.25111e-03
6.53594e+00 4.49690e-02 2.24845e-03
6.56636e+00 4.49155e-02 2.24577e-03
6.59692e+00 4.48619e-02 2.24310e-03
6.62762e+00 4.48081e-02 2.24040e-03
6.65847e+00 4.47538e-02 2.23769e-03
6.68946e+00 4.46993e-02 2.23496e-03
6.72059e+00 4.46467e-02 2.23234e-03
6.75187e+00 4.46203e-02 2.23101e-03
6.78329e+00 4.47331e-02 2.23665e-03
6.81486e+00 4.51217e-02 2.25608e-03
6.84658e+00 4.54242e-02 2.27121e-03
6.87845e+00 4.51170e-02 2.25585e-03
6.91046e+00 4.45798e-02 2.22899e-03
6.94262e+00 4.43020e-02 2.21510e-03
6.97494e+00 4.42073e-02 2.21036e-03
7.00740e+00 4.41510e-02 2.20755e-03
7.04001e+00 4.41005e-02 2.20502e-03
7.07278e+00 4.40533e-02 2.20267e-03
7.10569e+00 4.40111e-02 2.20056e-03
7.13877e+00 4.39763e-02 2.19882e-03
7.17199e+00 4.39516e-02 2.19758e-03
7.20537e+00 4.39395e-02 2.19698e-03
7.23890e+00 4.39442e-02 2.19721e-03
7.27260e+00 4.39690e-02 2.19845e-03
7.30644e+00 4.40168e-02 2.20084e-03
7.34045e+00 4.40911e-02 2.20456e-03
7.37461e+00 4.41919e-02 2.20959e-03
7.40893e+00 4.43177e-02 2.21589e-03
7.44342e+00 4.44653e-02 2.22327e-03
7.47806e+00 4.46270e-02 2.23135e-03
7.51286e+00 4.47933e-02 2.23967e-03
7.54783e+00 4.49510e-02 2.24755e-03
7.58296e+00 4.50859e-02 2.25429e-03
7.61825e+00 4.51839e-02 2.25920e-03
7.65371e+00 4.52321e-02 2.26161e-03
7.68933e+00 4.52207e-02 2.26104e-03
7.72512e+00 4.50842e-02 2.25421e-03
7.76107e+00 4.48814e-02 2.24407e-03
7.79719e+00 4.46611e-02 2.23306e-03
7.83348e+00 4.44462e-02 2.22231e-03
7.86994e+00 4.42608e-02 2.21304e-03
7.90657e+00 4.41273e-02 2.20636e-03
7.94337e+00 4.40633e-02 2.20317e-03
7.98034e+00 4.40834e-02 2.20417e-03
8.01748e+00 4.41976e-02 2.20988e-03
8.05479e+00 4.44134e-02 2.22067e-03
8.09228e+00 4.47344e-02 2.23672e-03
8.12994e+00 4.51632e-02 2.25816e-03
8.16778e+00 4.57027e-02 2.28514e-03
8.20579e+00 4.63594e-02 2.31797e-03
8.24399e+00 4.71433e-02 2.35716e-03
8.28235e+00 4.80640e-02 2.40320e-03
8.32090e+00 4.95411e-02 2.47705e-03
8.35963e+00 5.05900e-02 2.52950e-03
8.39854e+00 5.17019e-02 2.58509e-03
8.43762e+00 5.28128e-02 2.64064e-03
8.47689e+00 5.38403e-02 2.69201e-03
8.51635e+00 5.47015e-02 2.73507e-03
8.55598e+00 5.53140e-02 2.76570e-03
8.59580e+00 5.57340e-02 2.78670e-03
8.63581e+00 5.62605e-02 2.81303e-03
8.67600e+00 5.72275e-02 2.86137e-03
8.71638e+00 5.87898e-02 2.93949e-03
8.75695e+00 6.07947e-02 3.03973e-03
8.79771e+00 6.30499e-02 3.15250e-03
8.83865e+00 6.53563e-02 3.26782e-03
8.87979e+00 6.75322e-02 3.37661e-03
8.92112e+00 6.95716e-02 3.47858e-03
8.96264e+00 7.15419e-02 3.57710e-03
9.00435e+00 7.35150e-02 3.67575e-03
9.04626e+00 7.55617e-02 3.77808e-03
9.08836e+00 7.77051e-02 3.88526e-03
9.13066e+00 7.99061e-02 3.99531e-03
9.17315e+00 8.21215e-02 4.10607e-03
9.21585e+00 8.43084e-02 4.21542e-03
9.25874e+00 8.64207e-02 4.32104e-03
9.30183e+00 8.84102e-02 4.42051e-03
9.34512e+00 9.02310e-02 4.51155e-03
9.38862e+00 9.18539e-02 4.59270e-03
9.43231e+00 9.32787e-02 4.66394e-03
9.47621e+00 9.45071e-02 4.72535e-03
9.52032e+00 9.55393e-02 4.77697e-03
9.56463e+00 9.63797e-02 4.81899e-03
9.60914e+00 9.70311e-02 4.85155e-03
9.65386e+00 9.74956e-02 4.87478e-03
9.69879e+00 9.77768e-02 4.88884e-03
9.74393e+00 9.78742e-02 4.89371e-03
9.78928e+00 9.77932e-02 4.88966e-03
9.83484e+00 9.75375e-02 4.87687e-03
9.88062e+00 9.71097e-02 4.85549e-03
9.92660e+00 9.65136e-02 4.82568e-03
9.97280e+00 9.57502e-02 4.78751e-03
1.00192e+01 9.48254e-02 4.74127e-03
1.00658e+01 9.37557e-02 4.68778e-03
1.01127e+01 9.25658e-02 4.62829e-03
1.01598e+01 9.12859e-02 4.56430e-03
1.02070e+01 8.99458e-02 4.49729e-03
1.02546e+01 8.85698e-02 4.42849e-03
1.03023e+01 8.71949e-02 4.35974e-03
1.03502e+01 8.58427e-02 4.29213e-03
1.03984e+01 8.45146e-02 4.22573e-03
1.04468e+01 8.32123e-02 4.16061e-03
1.04954e+01 8.19337e-02 4.09669e-03
1.05443e+01 8.06756e-02 4.03378e-03
1.05933e+01 7.94395e-02 3.97198e-03
1.06426e+01 7.82202e-02 3.91101e-03
1.06922e+01 7.70173e-02 3.85087e-03
1.07419e+01 7.58244e-02 3.79122e-03
1.07919e+01 7.46396e-02 3.73198e-03
1.08422e+01 7.34551e-02 3.67275e-03
1.08926e+01 7.22696e-02 3.61348e-03
1.09433e+01 7.10757e-02 3.55378e-03
1.09942e+01 6.98701e-02 3.49351e-03
1.10454e+01 6.86448e-02 3.43224e-03
1.10968e+01 6.73977e-02 3.36988e-03
1.11485e+01 6.61198e-02 3.30599e-03
1.12004e+01 6.48034e-02 3.24017e-03
1.12525e+01 6.34462e-02 3.17231e-03
1.13049e+01 6.20458e-02 3.10229e-03
1.13575e+01 6.06575e-02 3.03287e-03
1.14103e+01 5.93669e-02 2.96834e-03
1.14634e+01 5.81807e-02 2.90903e-03
1.15168e+01 5.70384e-02 2.85192e-03
1.15704e+01 5.59375e-02 2.79688e-03
1.16242e+01 5.48755e-02 2.74378e-03
1.16783e+01 5.38440e-02 2.69220e-03
1.17327e+01 5.28355e-02 2.64178e-03
1.17873e+01 5.18358e-02 2.59179e-03
1.18422e+01 5.08363e-02 2.54182e-03
1.18973e+01 4.98252e-02 2.49126e-03
1.19526e+01 4.88020e-02 2.44010e-03
1.20083e+01 4.77765e-02 2.38883e-03
1.20642e+01 4.67597e-02 2.33798e-03
1.21203e+01 4.57626e-02 2.28813e-03
1.21767e+01 4.47950e-02 2.23975e-03
1.22334e+01 4.38716e-02 2.19358e-03
1.22903e+01 4.30023e-02 2.15012e-03
1.23475e+01 4.22014e-02 2.11007e-03
1.24050e+01 4.14791e-02 2.07396e-03
1.24627e+01 4.08495e-02 2.04248e-03
1.25207e+01 4.03264e-02 2.01632e-03
1.25790e+01 3.99201e-02 1.99600e-03
1.26376e+01 3.96205e-02 1.98103e-03
1.26964e+01 3.94016e-02 1.97008e-03
1.27555e+01 3.92393e-02 1.96197e-03
1.28148e+01 3.91268e-02 1.95634e-03
1.28745e+01 3.90552e-02 1.95276e-03
1.29344e+01 3.89408e-02 1.94704e-03
1.29946e+01 3.87905e-02 1.93952e-03
1.30551e+01 3.86261e-02 1.93131e-03
1.31158e+01 3.84859e-02 1.92429e-03
1.31769e+01 3.84230e-02 1.92115e-03
1.32382e+01 3.83540e-02 1.91770e-03
1.32998e+01 3.82342e-02 1.91171e-03
1.33617e+01 3.81214e-02 1.90607e-03
1.34239e+01 3.80146e-02 1.90073e-03
1.34864e+01 3.79149e-02 1.89574e-03
1.35491e+01 3.78225e-02 1.89113e-03
1.36122e+01 3.77388e-02 1.88694e-03
1.36756e+01 3.76635e-02 1.88318e-03
1.37392e+01 3.75983e-02 1.87991e-03
1.38031e+01 3.75430e-02 1.87715e-03
1.38674e+01 3.74989e-02 1.87494e-03
1.39319e+01 3.74667e-02 1.87334e-03
1.39968e+01 3.74470e-02 1.87235e-03
1.40619e+01 3.74410e-02 1.87205e-03
1.41274e+01 3.74490e-02 1.87245e-03
1.41931e+01 3.74721e-02 1.87360e-03
1.42592e+01 3.75109e-02 1.87555e-03
1.43255e+01 3.75668e-02 1.87834e-03
1.43922e+01 3.76401e-02 1.88201e-03
1.44592e+01 3.77321e-02 1.88661e-03
1.45265e+01 3.78439e-02 1.89220e-03
1.45941e+01 3.79761e-02 1.89881e-03
1.46620e+01 3.81298e-02 1.90649e-03
1.47303e+01 3.83062e-02 1.91531e-03
1.47988e+01 3.85053e-02 1.92527e-03
1.48677e+01 3.87279e-02 1.93639e-03
1.49369e+01 3.89725e-02 1.94863e-03
1.50064e+01 3.92380e-02 1.96190e-03
1.50762e+01 3.95228e-02 1.97614e-03
1.51464e+01 3.98260e-02 1.99130e-03
1.52169e+01 4.01470e-02 2.00735e-03
1.52877e+01 4.04837e-02 2.02419e-03
1.53589e+01 4.08348e-02 2.04174e-03
1.54304e+01 4.12000e-02 2.06000e-03
1.55022e+01 4.15769e-02 2.07884e-03
1.55743e+01 4.19644e-02 2.09822e-03
1.56468e+01 4.23614e-02 2.11807e-03
1.57196e+01 4.27654e-02 2.13827e-03
1.57928e+01 4.31761e-02 2.15880e-03
1.58663e+01 4.35907e-02 2.17954e-03
1.59401e+01 4.40085e-02 2.20042e-03
1.60143e+01 4.44275e-02 2.22137e-03
1.60889e+01 4.48462e-02 2.24231e-03
1.61637e+01 4.52622e-02 2.26311e-03
1.62390e+01 4.56743e-02 2.28371e-03
1.63146e+01 4.60803e-02 2.30401e-03
1.63905e+01 4.64785e-02 2.32393e-03
1.64668e+01 4.68665e-02 2.34332e-03
1.65434e+01 4.72427e-02 2.36213e-03
1.66204e+01 4.76045e-02 2.38022e-03
1.66978e+01 4.79509e-02 2.39754e-03
1.67755e+01 4.82782e-02 2.41391e-03
1.68535e+01 4.85848e-02 2.42924e-03
1.69320e+01 4.88690e-02 2.44345e-03
1.70108e+01 4.91297e-02 2.45649e-03
1.70900e+01 4.93670e-02 2.46835e-03
1.71695e+01 4.95809e-02 2.47904e-03
1.72494e+01 4.97710e-02 2.48855e-03
1.73297e+01 4.99377e-02 2.49688e-03
1.74103e+01 5.00806e-02 2.50403e-03
1.74914e+01 5.01997e-02 2.50999e-03
1.75728e+01 5.02951e-02 2.51476e-03
1.76546e+01 5.03664e-02 2.51832e-03
1.77367e+01 5.04140e-02 2.52070e-03
1.78193e+01 5.04377e-02 2.52189e-03
1.79022e+01 5.04374e-02 2.52187e-03
1.79855e+01 5.04133e-02 2.52066e-03
1.80692e+01 5.03648e-02 2.51824e-03
1.81533e+01 5.02921e-02 2.51461e-03
1.82378e+01 5.01957e-02 2.50979e-03
1.83227e+01 5.00756e-02 2.50378e-03
1.84080e+01 4.99310e-02 2.49655e-03
1.84937e+01 4.97620e-02 2.48810e-03
1.85797e+01 4.95692e-02 2.47846e-03
1.86662e+01 4.93526e-02 2.46763e-03
1.87531e+01 4.91120e-02 2.45560e-03
1.88404e+01 4.88479e-02 2.44239e-03
1.89281e+01 4.85614e-02 2.42807e-03
1.90161e+01 4.82548e-02 2.41274e-03
1.91047e+01 4.79291e-02 2.39646e-03
1.91936e+01 4.75864e-02 2.37932e-03
1.92829e+01 4.72283e-02 2.36141e-03
1.93726e+01 4.68564e-02 2.34282e-03
1.94628e+01 4.64729e-02 2.32364e-03
1.95534e+01 4.60796e-02 2.30398e-03
1.96444e+01 4.56776e-02 2.28388e-03
1.97358e+01 4.52703e-02 2.26351e-03
1.98277e+01 4.48589e-02 2.24295e-03
1.99200e+01 4.44459e-02 2.22230e-03
2.00127e+01 4.40403e-02 2.20201e-03
2.01058e+01 4.36825e-02 2.18412e-03
2.01994e+01 4.33260e-02 2.16630e-03
2.02934e+01 4.29736e-02 2.14868e-03
2.03878e+01 4.26265e-02 2.13132e-03
2.04827e+01 4.22878e-02 2.11439e-03
2.05781e+01 4.19584e-02 2.09792e-03
2.06738e+01 4.16378e-02 2.08189e-03
2.07701e+01 4.13245e-02 2.06622e-03
2.08667e+01 4.10172e-02 2.05086e-03
2.09638e+01 4.07143e-02 2.03572e-03
2.10614e+01 4.04141e-02 2.02071e-03
2.11594e+01 4.01159e-02 2.00579e-03
2.12579e+01 3.98180e-02 1.99090e-03
2.13568e+01 3.95191e-02 1.97596e-03
2.14562e+01 3.92186e-02 1.96093e-03
2.15561e+01 3.89150e-02 1.94575e-03
2.16564e+01 3.86074e-02 1.93037e-03
2.17572e+01 3.82951e-02 1.91476e-03
